1,1,4.0,964982703
1,3,4.0,964981247
1,6,4.0,964982224
5,1,4.0,847434962
6,2,4.0,845553522
6,3,5.0,845554296
6,4,3.0,845554349
6,5,5.0,845553938
6,6,4.0,845553757
6,7,4.0,845554264
6,8,3.0,845555281
6,10,3.0,845553253
7,1,4.5,1106635946
8,2,4.0,839463806
8,10,2.0,839463509
11,6,5.0,902154266
11,10,3.0,902154316
14,4,3.0,835441653
14,7,3.0,835441989
15,1,2.5,1510577970
17,1,4.5,1305696483
18,1,3.5,1455209816
18,2,3.0,1455617462
18,6,4.0,1460138360
19,1,4.0,965705637
19,2,3.0,965704331
19,3,3.0,965707636
19,7,2.0,965706657
19,10,2.0,965709556
20,2,3.0,1054038313
20,8,1.0,1054038422
21,1,3.5,1407618878
21,2,3.5,1419795031
21,10,5.0,1403459783
23,6,4.0,1107342267
24,6,4.5,1458941767
26,10,3.0,836950403
27,1,3.0,962685262
27,2,4.0,962685711
28,6,3.5,1234570483
31,1,5.0,850466616
31,5,3.0,850466642
31,7,4.0,850466642
31,10,4.0,850467366
32,1,3.0,856736119
32,3,3.0,856736172
32,6,3.0,856736172
32,7,4.0,856736173
33,1,3.0,939647444
33,7,1.0,939654896
34,10,5.0,1162048773
40,1,5.0,832058959
42,3,4.0,996221045
42,7,3.0,996220162
42,10,5.0,996215205
43,1,5.0,848993983
43,3,5.0,848994405
43,5,5.0,848994281
43,7,5.0,848994392
43,8,5.0,848994814
43,10,4.0,848993747
44,1,3.0,869251860
44,3,3.0,869251910
44,6,3.0,869251910
45,1,4.0,951170182
45,5,3.0,959625102
45,6,4.0,1121724608
45,7,3.0,951170390
46,1,5.0,834787906
46,10,3.0,834787826
50,1,3.0,1514238116
51,2,4.5,1230932741
51,3,4.0,1230932736
51,7,4.0,1230932700
54,1,3.0,830247330
56,10,4.0,835799162
57,1,5.0,965796031
57,6,3.0,972173446
57,10,3.0,965798286
58,3,3.0,847719397
58,5,4.0,847719151
58,7,5.0,847719397
59,10,3.0,953609378
62,2,4.0,1528843890
62,6,4.5,1522190219
63,1,5.0,1443199669
63,10,3.0,1443201199
64,1,4.0,1161520134
64,3,3.5,1161519668
64,6,4.5,1161520752
66,1,4.0,1104643957
66,5,4.0,1113190367
68,1,2.5,1158531426
68,2,2.5,1158532776
68,3,2.0,1158533415
68,5,2.0,1158533624
68,6,4.0,1158532058
68,7,2.0,1230498124
68,10,4.5,1158531612
71,1,5.0,864737933
71,7,3.0,864738008
73,1,4.5,1464196374
76,1,0.5,1439165548
78,1,4.0,1252575124
79,6,4.0,975282111
81,10,1.0,845299756
82,1,2.5,1084467729
82,2,3.0,1084465035
82,6,3.5,1084467865
82,10,3.5,1084467796
84,4,3.0,858772461
84,5,3.0,857653289
84,6,4.0,857653289
84,7,3.0,857653289
84,10,3.0,860397812
86,1,4.0,1344082549
89,1,3.0,1520408314
90,1,3.0,856353996
90,7,4.0,856354037
91,1,4.0,1112713037
91,2,3.0,1112713392
91,3,3.0,1112712323
91,6,5.0,1112712032
91,10,3.5,1112713269
93,1,3.0,942767337
93,2,5.0,942946208
93,10,4.0,942946208
94,2,4.0,843406960
94,10,3.0,843406732
95,7,3.0,1043340043
96,1,5.0,964772990
98,1,4.5,1532457849
99,10,4.0,829827514
100,3,3.5,1100183804
102,3,5.0,840635033
102,6,3.0,835877535
103,1,4.0,1431954238
103,2,4.0,1431957270
103,5,4.0,1431957598
104,2,3.0,1114809641
104,10,3.0,1048595683
105,6,4.0,1446773632
107,1,4.0,829322340
107,2,5.0,829322340
107,5,4.0,829322340
109,6,3.0,841108665
111,5,3.5,1517441319
112,1,3.0,1442535639
112,2,1.5,1513989948
112,6,4.5,1513989933
116,3,3.5,1337200325
117,2,3.0,844163002
117,3,3.0,844163663
117,5,3.0,844163754
117,6,3.0,844163102
117,7,4.0,844163615
117,10,3.0,844162850
119,1,3.5,1435942468
119,10,4.0,1435943180
120,5,4.0,860070029
121,1,4.0,847656180
121,5,3.0,847656405
121,6,5.0,847656264
122,2,4.0,1461561176
124,1,4.0,1336584336
125,2,4.0,1474311709
130,1,3.0,832589610
132,1,2.0,1157921785
134,1,3.0,832841103
135,1,4.0,1009691859
135,2,3.0,1009692764
136,10,5.0,832449222
137,1,4.0,1204859907
140,1,3.0,942924980
140,2,3.5,1085569813
140,6,5.0,942843185
141,1,4.0,1513130643
144,1,3.5,1137323419
144,2,3.0,1137323803
144,10,3.0,1137323629
145,1,5.0,832105242
147,5,4.5,1203267700
149,2,1.0,902084874
150,3,3.0,854203124
150,5,3.0,854203124
150,6,4.0,854203123
150,7,3.0,854203124
151,1,5.0,855947195
151,3,3.0,855947242
151,9,4.0,855947372
153,1,2.0,1525548642
153,2,2.0,1525550601
155,1,3.0,961861723
156,1,4.0,1106854640
159,1,4.5,1508640172
160,1,4.0,971115026
160,2,4.0,971619578
160,6,2.0,971115114
160,10,1.0,971196422
161,1,4.0,1176751765
162,4,3.0,836684306
166,1,5.0,1189980529
166,6,3.5,1190828796
166,10,4.5,1190827465
167,1,3.5,1154721923
169,1,4.5,1059427918
169,2,4.0,1078284713
169,3,5.0,1078284750
169,5,5.0,1078284788
169,7,4.5,1078284741
170,5,3.0,840473290
170,10,3.0,840472869
171,1,5.0,866904159
173,10,3.0,843397944
174,10,3.0,848486985
176,10,5.0,840108984
177,1,5.0,1435533535
177,2,3.5,1435534109
177,7,1.0,1435534432
178,1,4.0,1164354911
178,10,4.0,1164355337
179,1,4.0,852114051
179,3,4.0,852114317
179,7,3.0,852115405
179,9,3.0,852114156
181,5,3.0,845470124
181,6,3.0,845469804
181,7,3.0,845470611
181,10,2.0,845469438
182,1,4.0,1063289621
182,6,4.5,1054782012
182,10,3.5,1054782216
185,1,4.0,1044311830
186,1,4.0,1031080831
186,2,4.0,1031087675
186,10,4.0,1031088020
188,7,4.0,962559461
191,1,4.0,829759809
191,6,4.0,829759809
192,10,5.0,835128874
193,1,2.0,1435856890
195,6,4.0,974705807
195,10,4.0,974705349
199,6,4.0,1057590506
199,7,3.0,940544181
200,1,3.5,1229886312
200,5,4.0,1229876436
200,10,4.5,1229887453
201,1,5.0,939801780
202,1,4.0,974923506
202,2,4.0,974923336
202,6,5.0,974918622
202,10,4.0,974919042
206,1,5.0,850763267
206,7,4.0,850763310
208,10,2.0,940639452
213,1,3.5,1316196157
214,1,3.0,853937855
216,1,3.0,975211713
217,1,4.0,955942540
217,2,2.0,955942327
217,3,1.0,955944713
217,6,2.0,955935939
217,9,3.0,955941157
217,10,4.0,955940584
219,1,3.5,1194681084
219,2,2.5,1194740185
219,6,3.5,1198783144
219,10,4.5,1194932162
220,1,5.0,1230055565
220,6,3.5,1230061735
220,10,4.0,1230055828
221,2,3.5,1111177796
222,2,2.5,1391353926
223,1,3.5,1226209758
226,1,3.5,1095662606
